OID_,DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank
83,S01006589,City Centre East - 03,Aberdeen City,680,572,3415,3,5,10,49,9%,58,3779,7%,37,3923,50,69,14,97,10%,3%,84,5558,0%,0,91,6%,2%,2848,2.77,2.42,1.57,1.74,4.68,2.65,7.74,4.17,7.78,3%,5486,96,1415,89,186,43,27%,6%,250
84,S01006590,City Centre East - 04,Aberdeen City,801,718,2720,2,4,8,39,8%,61,4034,7%,48,3850,75,219,236,66,13%,0%,90,3970,64%,4.4,55,30%,3%,654,3.25,2.12,2.23,2.09,3.98,2.64,5.19,5.25,4.93,21%,5112,57,708,501,171,46,27%,7%,231
85,S01006591,Ferryhill North - 01,Aberdeen City,744,622,4598,4,7,14,66,6%,45,4591,6%,34,4350,55,245,175,111,12%,0%,93,4311,83%,5.5,47,13%,6%,3592,2.51,1.54,2.82,1.34,4.67,3.06,6.01,7.73,7.07,0%,6090,22,299,2238,181,7,26%,1%,522
86,S01006592,Ferryhill North - 02,Aberdeen City,742,649,6908,5,10,20,100,1%,10,6768,1%,10,6762,15,42,12,68,7%,0%,55,6936,0%,0,20,0%,11%,6870,1.54,2.42,2.8,2.28,6,3.05,10.26,10.73,10.1,0%,4165,10,136,4431,63,23,9%,3%,2855.5
87,S01006593,Ferryhill North - 03,Aberdeen City,837,694,6609,5,10,19,95,3%,24,6022,2%,15,6371,25,24,0,38,7%,3%,51,6909,80%,5.43,26,0%,13%,5295,1.99,1.82,3.08,1.61,5.43,3.48,7.52,9.05,7.92,0%,5287,12,145,4259,94,24,13%,3%,1917
88,S01006594,Ferryhill North - 04,Aberdeen City,534,369,6383,5,10,19,92,3%,17,5872,3%,13,5508,35,81,0,80,11%,5%,51,6559,0%,0,45,0%,12%,5979,3.65,1.23,1.1,2.84,4.92,3.47,4.97,3.75,5.33,0%,6087,12,228,3005,61,13,11%,2%,2533
89,S01006595,Ferryhill North - 05,Aberdeen City,956,808,6116,5,9,18,88,4%,38,5461,3%,28,5507,45,80,40,108,13%,9%,64,5651,0%,5.56,41,4%,6%,5163,3.91,1.87,2.08,2.01,4.82,2.6,7.04,7.25,7.06,0%,5624,7,74,5654,110,33,12%,4%,1991
90,S01006596,Ferryhill North - 06,Aberdeen City,784,568,6881,5,10,20,99,2%,13,6632,2%,10,6660,30,73,0,92,11%,0%,71,6475,0%,0,40,0%,25%,6613,3.04,1.9,2.76,1.22,5.35,3.47,7.03,8.77,8.23,0%,5341,11,142,4310,83,20,12%,3%,2111
91,S01006597,Ferryhill North - 07,Aberdeen City,530,467,3712,3,6,11,54,7%,37,4262,7%,35,3570,60,83,16,122,13%,7%,109,4394,0%,0,40,19%,10%,2724,4.07,1.76,1.69,2.43,4.29,2.26,5.35,3.96,4.04,0%,6368,32,611,665,104,46,20%,9%,391
92,S01006598,Ferryhill South - 01,Aberdeen City,1017,684,6810,5,10,20,98,1%,10,6880,2%,14,6455,20,18,24,43,10%,3%,67,6843,93%,5.82,22,2%,16%,6444,2.58,2.33,3.29,2.5,6.68,3.98,8.79,11.62,11.12,0%,3283,17,169,3870,38,8,4%,1%,5861.5
93,S01006599,Ferryhill South - 02,Aberdeen City,812,621,2958,3,5,9,43,11%,90,3137,10%,63,2643,100,120,282,97,18%,6%,98,2894,0%,4.5,82,5%,3%,2905,2.24,3.37,1.37,3.09,6.79,2.79,9.24,3.77,6.48,28%,4082,26,324,2024,108,20,13%,2%,1919
94,S01006600,Ferryhill South - 03,Aberdeen City,1238,862,6316,5,10,19,91,4%,45,5644,3%,23,6054,50,44,152,136,15%,8%,65,5122,90%,5.8,31,1%,8%,5666,2.6,2.01,1.1,2.98,5.97,3.15,8.33,4.14,7.01,0%,5801,17,139,4375,114,22,11%,2%,2801
95,S01006601,Ferryhill South - 04,Aberdeen City,1038,801,5017,4,8,15,72,6%,58,4767,7%,53,3865,55,69,105,83,14%,0%,74,5046,85%,5.19,40,2%,7%,4340,3.21,1.29,1.13,2.78,5.53,3.71,6.22,4.45,7.09,0%,6166,17,166,3923,137,22,14%,2%,1929
96,S01006602,Ferryhill South - 05,Aberdeen City,896,572,6840,5,10,20,99,4%,33,5615,2%,12,6479,30,73,58,90,12%,2%,55,6481,85%,6.4,17,1%,27%,6608,3.09,1.3,2.43,2.31,6.06,3.92,5.45,8.51,8.7,0%,5266,0,0,6677,25,3,3%,0%,6407
97,S01006603,"Kincorth, Leggart and Nigg North - 01",Aberdeen City,803,502,1367,1,2,4,20,16%,126,2116,17%,85,1062,140,134,108,152,24%,3%,131,1475,72%,5.17,142,8%,2%,1009,1.92,3.34,1.84,3.07,7.21,4.15,9.81,3.85,16.07,2%,3364,38,479,1098,117,8,14%,1%,2099
98,S01006604,"Kincorth, Leggart and Nigg North - 02",Aberdeen City,653,430,3121,3,5,9,45,12%,78,2915,8%,36,3244,90,140,23,135,21%,3%,119,2798,79%,5,104,8%,12%,2419,2.76,2.05,2.07,2.36,6.84,4.05,6.87,5.28,14.07,2%,4156,11,171,3854,86,9,13%,1%,2418
99,S01006605,"Kincorth, Leggart and Nigg North - 03",Aberdeen City,781,480,1743,2,3,5,25,19%,149,1566,12%,57,2180,125,425,123,135,24%,4%,136,1381,73%,4.88,129,4%,3%,1253,2.88,1.26,1.29,2.19,6.71,4.39,4.8,4.23,13.44,0%,5966,34,441,1276,113,9,14%,1%,2105
100,S01006606,"Kincorth, Leggart and Nigg North - 04",Aberdeen City,794,480,4154,3,6,12,60,7%,52,4419,7%,35,3586,85,78,19,101,18%,3%,102,3569,82%,5.78,90,2%,6%,3619,2.87,2.54,2.54,2.9,6.77,3.67,8.54,8.84,11.73,0%,3471,14,179,3734,77,7,9%,1%,3625
101,S01006607,"Kincorth, Leggart and Nigg North - 05",Aberdeen City,919,616,3196,3,5,10,46,10%,96,3288,9%,54,3120,85,97,165,64,17%,2%,107,3424,79%,5.13,126,6%,2%,1564,3.29,1.36,1.56,2.12,5.48,4.2,4.9,4.99,13.22,0%,5821,13,143,4292,156,3,17%,0%,1663
102,S01006608,"Kincorth, Leggart and Nigg South - 01",Aberdeen City,1653,1118,5522,4,8,16,80,3%,53,5860,2%,26,6263,35,38,0,62,14%,3%,78,6214,87%,5.81,66,2%,13%,4902,3.03,4.11,3.97,4.48,5.19,5.49,13.88,13.79,17.62,20%,965,30,184,3653,51,2,7%,0%,4827
103,S01006609,"Kincorth, Leggart and Nigg South - 02",Aberdeen City,1054,684,3070,3,5,9,45,11%,113,3219,7%,51,3563,85,128,85,101,19%,7%,105,3138,76%,4.33,115,5%,6%,1406,2.94,1.78,1.88,2.56,5.22,4.66,5.27,4.91,12.98,0%,5070,31,298,2254.5,157,0,15%,0%,2227
104,S01006610,"Kincorth, Leggart and Nigg South - 03",Aberdeen City,431,287,2413,2,4,7,35,12%,52,2889,14%,39,1746,95,207,67,85,27%,0%,143,2026,72%,5.2,107,0%,4%,2239,2.56,1.49,1.58,2.36,6.44,4.47,5.47,5,14.3,0%,5441,6,141,4338,64,4,14%,1%,2130
105,S01006611,"Kincorth, Leggart and Nigg South - 04",Aberdeen City,906,609,2957,3,5,9,43,12%,106,2979,10%,61,2690.5,110,137,134,99,22%,4%,115,2393,85%,5.19,130,0%,8%,3204,2.04,2.19,1.56,2.6,7.2,3.91,8.53,4.53,16.43,0%,4710,25,279,2426,138,7,15%,1%,1946
106,S01006612,"Kincorth, Leggart and Nigg South - 05",Aberdeen City,858,589,4528,4,7,13,65,6%,49,4720,6%,34,4218,75,70,16,60,19%,0%,96,4088,87%,5.29,91,2%,7%,3489,1.25,3.2,1.79,3.53,6.61,4.1,10.87,4.87,15.97,10%,3337,20,236,2921,64,10,7%,1%,4272
107,S01006613,Cove South - 01,Aberdeen City,591,425,6733,5,10,20,97,1%,8,6767,2%,8,6615,35,12,0,70,13%,0%,49,6678,91%,6,46,2%,12%,5837,3.55,2.83,2.79,1.9,4.67,6.18,6.47,10.08,15.5,0%,3205,10,171,3842,33,5,5%,1%,5294
108,S01006614,Cove South - 02,Aberdeen City,669,476,6443,5,10,19,93,3%,20,5973,3%,13,5994,40,73,36,27,12%,0%,65,6260,92%,5.72,48,2%,5%,5211,3.83,2.13,1.95,2.64,5.31,6.44,6.29,7.43,15.67,0%,3566,3,45,6266,15,10,2%,1%,6277
109,S01006615,Cove South - 03,Aberdeen City,838,586,6252,5,9,18,90,4%,30,5671.5,2%,13,6342,30,24,0,49,10%,0%,46,6837,91%,5.9,36,0%,14%,6179,3.85,3.34,3.29,2.96,5.51,6.59,9.14,9.74,17.19,0%,1704,5,60,5958,20,0,3%,0%,6640
110,S01006616,Cove South - 04,Aberdeen City,747,597,6374,5,10,19,92,2%,16,6408,3%,18,5775,35,103,16,114,15%,6%,93,5434,88%,5.6,55,1%,11%,4960,3.43,1.73,1.81,2.71,4.88,6.05,5.06,7.07,14.74,0%,4163,4,54,6081,43,15,5%,2%,4782
111,S01006617,Cove South - 05,Aberdeen City,635,415,5492,4,8,16,79,3%,18,6044,5%,19,4822,70,37,24,88,16%,0%,70,4765,90%,5.27,74,3%,5%,3763,3.5,2.42,1.06,2.56,5.01,6.12,7.17,3.65,14.5,0%,4624,12,191,3533,36,18,5%,3%,4538
112,S01006618,Cove South - 06,Aberdeen City,474,324,6688,5,10,20,96,2%,9,6525.5,1%,5,6781,40,65,67,87,19%,10%,61,5585,0%,5.29,57,7%,16%,4415,3.21,1.52,2.34,2.71,4.37,5.83,3.93,9.67,14.21,0%,4723,0,0,6322,25,6,5%,1%,5357
113,S01006619,Cove North - 01,Aberdeen City,869,586,5487,4,8,16,79,3%,24,6080,4%,24,5100,55,40,16,128,16%,7%,83,4777,89%,5.36,90,1%,7%,3996,3.33,2.68,2.05,2.8,4.78,5.95,7.34,7.3,14.79,31%,2657,7,82,5501,45,23,5%,3%,4641
114,S01006620,Cove North - 02,Aberdeen City,786,515,5059,4,8,15,73,5%,40,4964,4%,22,4983.5,75,26,0,86,17%,5%,94,4357,88%,5.36,87,5%,3%,3094,2.29,1.84,2.4,2.19,3.85,4.91,4.5,8.06,11.69,16%,4533,10,129,4579,63,16,7%,2%,3973
115,S01006621,Cove North - 03,Aberdeen City,504,322,5523,4,8,16,80,3%,16,5877.5,5%,15,4741,50,85,0,129,18%,4%,111,4438,86%,5.64,79,6%,5%,3562,1.49,1.63,2.92,2.75,3.02,4.1,5.89,8.13,10.79,5%,5045,0,0,6375,32,16,6%,3%,4009.5
116,S01006622,Cove North - 04,Aberdeen City,663,529,6069,5,9,18,87,4%,26,5485.5,4%,20,5293,45,42,36,35,15%,8%,84,5589,0%,5.41,58,1%,10%,5119,2.05,1.22,3.01,2.4,3.49,4.66,6.36,10.96,13.23,0%,5085,3,46,6255,57,23,9%,3%,3067
117,S01006623,Cove North - 05,Aberdeen City,719,483,2241,2,4,7,33,9%,63,3719.5,11%,54,2330,90,118,36,178,27%,13%,112,2283,72%,5.44,109,4%,5%,2064,2.76,2.99,2.43,3.48,4.84,3.22,9.8,7.42,10.94,17%,3045,117,1634,60,82,24,12%,3%,2155
118,S01006624,Torry West - 01,Aberdeen City,771,611,2058,2,3,6,30,11%,87,3093,12%,72,2176,90,212,289,97,16%,8%,117,2825,64%,5.22,139,13%,1%,491,1.54,1.52,1.27,1.97,6.78,1.58,5.42,4.74,5.16,0%,6786,32,420,1381,235,70,29%,9%,160
119,S01006625,Torry West - 02,Aberdeen City,621,441,3148,3,5,10,46,11%,71,3051,9%,37,3199,90,71,64,98,17%,0%,109,3366,74%,5.4,105,0%,9%,2947,2.36,1.29,1.6,1.83,6.93,1.67,4.04,5.44,5.72,0%,6754,42,669,567,103,3,17%,0%,1674
120,S01006626,Torry West - 03,Aberdeen City,683,477,1300,1,2,4,19,18%,121,1781,16%,76,1222,115,268,243,171,22%,13%,163,1293,72%,4.63,152,5%,5%,923,2.84,1.32,1.95,2.16,7.28,2.01,4.08,6.26,6.72,0%,6458,55,801,374,165,10,23%,1%,684
121,S01006627,Torry West - 04,Aberdeen City,818,681,1238,1,2,4,18,16%,128,2123,14%,96,1619,130,194,349,190,16%,15%,116,1840,55%,4,107,20%,3%,84,2.68,2.16,1.11,2.37,7.02,1.21,7.83,3.58,3.98,1%,6262,31,384,1592,320,40,38%,5%,84
122,S01006628,Torry West - 05,Aberdeen City,1055,866,2163,2,4,7,32,12%,131,2798,12%,102,2219,85,173,176,181,12%,2%,115,3127,70%,5.67,117,17%,3%,1396,1.74,1.99,0.84,2.19,6.75,0.91,5.79,2.4,2.58,0%,6714,89,845,313,412,110,38%,10%,45
123,S01006629,Torry West - 06,Aberdeen City,872,516,1081,1,2,4,16,23%,201,1053,14%,74,1570,110,595,141,164,24%,5%,156,1226,61%,4.32,159,6%,5%,334,2.7,1.79,1.2,2.54,6.36,1.22,6.07,5.09,5.1,0%,6681,38,441,1272,159,2,22%,0%,902
124,S01006630,Torry West - 07,Aberdeen City,652,400,1425,2,3,5,21,21%,138,1280,14%,54,1755.5,150,25,181,116,21%,7%,124,1890,76%,5.14,200,8%,3%,770,3.58,2.59,1.94,2.07,6.56,1.91,9.63,5.45,7.09,0%,5006,27,419,1393,118,8,19%,1%,1174
125,S01006631,Torry East - 01,Aberdeen City,1047,666,1207,1,2,4,18,17%,181,1839,13%,87,1865,115,157,129,152,21%,4%,130,1971,62%,4.21,154,5%,2%,194,4.31,3.16,2.72,2.75,8.08,2.82,10.44,9.84,10.33,1%,2542,71,677,550,176,33,19%,4%,795
126,S01006632,Torry East - 02,Aberdeen City,826,569,1288,1,2,4,19,20%,163,1480,15%,83,1531,115,150,211,168,18%,2%,124,2111,68%,4.21,167,9%,4%,397,3.41,1.93,2.02,2.58,7.56,2.09,7.21,7.01,7.42,0%,5338,46,552,820,181,10,22%,1%,759
127,S01006633,Torry East - 03,Aberdeen City,660,434,657,1,1,2,10,26%,169,798,20%,86,650,135,248,402,135,21%,5%,150,1231,61%,5.33,193,5%,6%,621,3.74,2.54,2.22,1.33,6.93,2.16,8.51,8.52,9.44,0%,5012,112,1703,56,159,4,23%,1%,776
128,S01006634,Torry East - 04,Aberdeen City,624,423,417,1,1,2,6,28%,175,563,21%,87,583,170,244,442,178,21%,9%,146,765,69%,4.57,192,8%,1%,252,4.62,3.27,3.04,1.87,7.69,3.04,9.82,8.72,9.95,0%,3094,83,1331,100,118,14,19%,2%,1070
129,S01006635,Torry East - 05,Aberdeen City,627,418,1480,2,3,5,22,17%,105,1941,13%,54,1910.5,110,76,429,117,17%,3%,123,2481,61%,4.3,146,3%,3%,377,3.84,2.39,2.3,2.21,7.57,2.36,7.01,8.83,9.12,0%,4594,36,581,736,146,11,22%,2%,731
130,S01006636,Torry East - 06,Aberdeen City,798,502,754,1,2,3,11,26%,207,759,18%,91,893,150,315,482,197,18%,4%,149,1001,74%,5.31,198,7%,8%,1216,5.13,3.71,3.55,2.4,8.17,3.6,9.81,9.44,10.72,0%,1907,66,825,343,182,5,21%,1%,983
131,S01006637,Hanover South - 01,Aberdeen City,772,608,2463,2,4,8,36,10%,80,3313.5,9%,55,3030,90,127,63,130,13%,8%,92,3572,76%,0,72,13%,4%,1207,3.67,2.93,2.99,2.18,5.17,2.86,9.44,9,8.59,2%,3515,53,682,544,154,43,22%,6%,457
132,S01006638,Hanover South - 02,Aberdeen City,779,663,1630,2,3,5,24,15%,114,2310,13%,88,1838,135,183,177,157,19%,5%,115,1843,61%,5,84,9%,1%,714,2.28,1.05,2.15,1.78,4.78,2.79,3.87,6.17,7.88,0%,6664,59,754,438,221,36,26%,4%,324
133,S01006639,Hanover South - 03,Aberdeen City,924,702,1694,2,3,5,25,18%,166,1740,14%,98,1655,145,228,98,153,20%,3%,130,1490,76%,5.46,98,2%,2%,2308,2.03,1.69,1.99,1.52,4.37,2.73,4.88,4.4,6.78,1%,6179,56,603,681,271,62,29%,7%,205
134,S01006640,Hanover South - 04,Aberdeen City,822,743,5973,5,9,18,86,4%,29,5695,2%,15,6491,25,112,51,56,9%,6%,61,6692,0%,5,47,7%,14%,3610,3.16,1.81,2.61,1.94,5.09,2.16,7.55,9.17,7.34,4%,4951,20,246,2794,141,6,20%,1%,1145.5
135,S01006641,Hanover North - 01,Aberdeen City,1044,888,3513,3,6,11,51,8%,82,3967,10%,85,2852,90,147,152,57,14%,3%,79,3923,70%,0,78,10%,10%,2997,2.67,0.89,2.8,2.29,5.34,2.93,3,8.59,8.9,0%,6470,34,330,1976,296,53,30%,5%,220
136,S01006642,Hanover North - 02,Aberdeen City,1299,1184,3554,3,6,11,51,8%,99,4032,7%,84,3677,95,168,153,120,13%,3%,72,3725,77%,4.8,46,18%,22%,3174,1.3,2.01,3.06,2.77,3.98,3.33,3.87,4.47,6.56,2%,5650,81,624,638,243,49,29%,6%,207
137,S01006643,Hanover North - 03,Aberdeen City,698,637,5411,4,8,16,78,3%,23,5824,4%,25,5160,55,70,140,168,10%,0%,73,5073,0%,0,35,0%,37%,4559,1.96,1.62,3.17,2.6,4.75,3.75,3.87,5.43,7.46,0%,5750,20,290,2335,207,48,28%,7%,219
138,S01006644,Hanover North - 04,Aberdeen City,1139,1001,4370,4,7,13,63,7%,77,4354,6%,61,4100,75,52,28,66,15%,10%,73,4609,80%,5.43,86,11%,40%,3951,2.07,2.02,3.64,3.17,5.37,4.29,5.4,7.26,10.05,0%,4306,28,249,2766,276,32,29%,3%,288
139,S01006645,George Street - 01,Aberdeen City,688,512,1007,1,2,3,15,23%,159,1049,18%,94,874,120,248,127,125,18%,2%,135,1969,73%,5,134,7%,4%,1306,1.94,2.44,3.98,2.95,3.68,2.53,5.79,8.32,4.37,3%,4960,90,1310,104,131,30,19%,4%,769
140,S01006646,George Street - 02,Aberdeen City,861,762,3888,3,6,12,56,5%,46,4871,3%,24,5686,70,81,26,168,11%,8%,85,4431,0%,0,60,13%,8%,1775,1.56,2.69,3.55,2.74,2.33,2.96,6.33,7.32,5.02,42%,4665,73,847,311,152,45,28%,8%,195
141,S01006647,George Street - 03,Aberdeen City,625,460,2962,3,5,9,43,13%,83,2616,9%,42,3026,80,119,192,107,14%,0%,113,3461,71%,6.17,116,4%,8%,3013,1.43,2.76,3.34,3.46,3.05,3.21,7.29,6.27,5.65,29%,4372,20,324,2027,134,32,21%,5%,597
142,S01006648,George Street - 04,Aberdeen City,1751,1611,3506,3,6,11,51,7%,130,4103,8%,122,3531,85,87,49,139,10%,6%,64,4607,83%,4.63,70,12%,16%,2898,3.06,2.03,3.05,2.28,2.18,2.61,4.81,6.61,5.76,59%,4732,112,642,599,325,82,30%,8%,163
143,S01006649,George Street - 05,Aberdeen City,954,828,2287,2,4,7,33,14%,132,2481,13%,106,1966,125,132,106,161,17%,9%,100,2411,77%,0,100,4%,3%,2839,2.47,1.46,3.13,2.3,3.98,1.62,4.8,6.53,3.46,0%,6660,58,605,675,217,23,23%,2%,642
144,S01006650,George Street - 06,Aberdeen City,801,680,2621,2,4,8,38,10%,77,3497,8%,53,3438,85,202,213,170,14%,5%,124,2781,76%,0,67,20%,1%,1088,2.9,1.15,2.78,2.73,4.24,1.77,2.73,5.74,3.9,0%,6715,53,657,576,267,56,31%,7%,164
145,S01006651,George Street - 07,Aberdeen City,677,536,2106,2,4,7,31,12%,78,3031,10%,52,2813,90,190,53,106,18%,0%,89,3335,41%,0,84,4%,1%,536,2.09,1.24,3.61,3.22,4.64,1.76,4,6.41,4.59,0%,6545,63,927,255,194,36,31%,6%,188
146,S01006652,George Street - 08,Aberdeen City,744,664,5477,4,8,16,79,4%,32,5319,3%,19,5873,35,80,15,129,14%,0%,91,5609,0%,0,65,0%,2%,4065,1.32,1.6,3.75,3.12,3.93,2.21,5.39,7.33,6,13%,5412,25,340,1896,120,21,22%,4%,579
147,S01006653,Ashgrove - 01,Aberdeen City,545,427,5467,4,8,16,79,6%,31,4731,4%,18,4998,50,86,19,65,14%,3%,69,5539,0%,5,24,0%,4%,4785,4.82,3.39,0.91,2.95,4.04,2.65,6.75,2.92,7.84,0%,5739,13,242,2844,66,5,12%,1%,2877
148,S01006654,Ashgrove - 02,Aberdeen City,877,638,1188,1,2,4,18,20%,179,1396,17%,106,1132,165,312,172,112,23%,11%,134,1021,66%,4.93,107,12%,5%,982,4.44,3.58,1.41,3.05,4.14,3.44,9.73,5.78,10.39,0%,4012,34,393,1544,169,8,19%,1%,1262
149,S01006655,Ashgrove - 03,Aberdeen City,809,598,3637,3,6,11,53,7%,54,4380,9%,56,2947,100,34,84,280,15%,9%,81,3356,83%,6.6,102,3%,10%,4888,4.99,3.67,2.09,3.62,4.49,2.99,9.43,6.66,9.71,0%,3405,43,526,909,98,5,16%,1%,1776
150,S01006656,Ashgrove - 04,Aberdeen City,980,815,3391,3,5,10,49,11%,104,3245,8%,67,3314,90,114,53,88,14%,9%,95,3665,74%,5.43,52,2%,3%,2916,3.36,1.87,2.68,1.73,3.32,2.23,4.77,5.87,6.66,0%,6407,43,434,1310,177,42,19%,4%,814
151,S01006657,Ashgrove - 05,Aberdeen City,525,447,2576,2,4,8,37,10%,54,3333,8%,38,3234,85,76,95,115,15%,3%,103,3538,75%,0,73,6%,4%,2055,4.11,2.2,1.23,1.77,2.71,3.13,3.43,2.64,4.54,5%,5969,388,7388,4,140,30,26%,6%,296
152,S01006658,"Froghall, Powis and Sunnybank - 01",Aberdeen City,1204,1006,2192,2,4,7,32,13%,153,2734,9%,95,2892,90,183,262,137,15%,12%,124,2634,67%,4.15,104,8%,5%,787,2.45,1.96,3.83,2.81,4.99,2.78,7.35,9.67,8.38,0%,4641,51,421,1380,337,37,33%,4%,180
153,S01006659,"Froghall, Powis and Sunnybank - 02",Aberdeen City,603,484,6318,5,10,19,91,2%,12,6482,2%,8,6703,30,109,96,100,12%,0%,78,6035,74%,0,38,0%,1%,3570,2.97,1.52,3.14,1.58,4.23,2.55,6.2,8.21,6.34,0%,5697,9,151,4169,129,11,20%,2%,911
154,S01006660,"Froghall, Powis and Sunnybank - 03",Aberdeen City,505,371,2358,2,4,7,34,16%,81,2065,8%,30,3367,70,113,149,38,11%,4%,95,4556,62%,4.83,116,0%,3%,1030,3.66,1.87,3.34,2.74,4.48,2.59,5.85,8.72,5.38,0%,5213,23,461,1169,179,25,34%,5%,137
155,S01006661,"Froghall, Powis and Sunnybank - 04",Aberdeen City,592,477,4909,4,8,15,71,4%,25,5353,3%,14,5865,50,42,41,101,13%,5%,76,5307,65%,4.67,56,0%,1%,1461,3.48,1.91,3.22,1.75,3.68,2.61,5.21,8.86,5.23,0%,5962,9,154,4113,132,43,21%,7%,435
156,S01006662,"Froghall, Powis and Sunnybank - 05",Aberdeen City,893,706,2481,2,4,8,36,11%,101,3086,8%,57,3344,95,100,185,170,11%,5%,101,3329,64%,5,135,5%,2%,696,3.41,2.57,2.94,2.77,3.93,3.61,6.6,7.36,8.2,0%,4426,35,397,1520,118,14,20%,2%,923
157,S01006663,"Froghall, Powis and Sunnybank - 06",Aberdeen City,568,477,6784,5,10,20,98,1%,7,6808,1%,6,6845,20,167,91,68,10%,7%,82,6544,0%,0,58,0%,1%,5656,1.38,1.12,2.61,2.31,4.4,4.26,3.09,3.97,8.29,9%,5805,7,125,4660,160,19,28%,3%,293
158,S01006664,"Froghall, Powis and Sunnybank - 07",Aberdeen City,578,500,5245,4,8,16,76,4%,24,5382.5,4%,19,5338,60,93,22,76,12%,5%,89,4932,0%,0,74,0%,1%,3575,2.22,1.1,3.43,1.42,4.56,3.49,3.53,7.16,10.23,0%,6411,17,298,2254.5,124,16,25%,3%,460
159,S01006665,"Froghall, Powis and Sunnybank - 08",Aberdeen City,773,675,5380,4,8,16,78,5%,37,5094,4%,24,5460.5,50,55,89,68,11%,0%,82,5500,0%,5.8,69,4%,15%,4347,1.65,1.4,3.31,1.99,4.98,3.64,4.56,6.52,10.1,0%,5999,17,223,3068,180,45,31%,8%,141
160,S01006666,Seaton - 01,Aberdeen City,1001,694,973,1,2,3,14,23%,233,1033,18%,123,956,155,432,350,165,22%,9%,143,855,75%,5.36,166,4%,4%,1419,2.03,2.3,1.5,1.85,4.53,5.69,7.42,6.89,13.21,1%,4581,63,627,629,177,47,20%,5%,603
161,S01006667,Seaton - 02,Aberdeen City,750,528,552,1,1,2,8,24%,179,977,22%,114,510,175,188,338,185,22%,5%,131,882,63%,4.55,153,18%,3%,248,2.08,1.36,1.64,2.34,4.79,5.48,6.43,7.02,11.98,0%,5434,67,891,274,161,62,22%,8%,350
162,S01006668,Seaton - 03,Aberdeen City,902,810,4426,4,7,13,64,6%,52,4696,4%,36,4855,60,42,133,59,11%,5%,72,5297,76%,5.17,59,21%,15%,2771,1.55,2.27,3.12,3.58,6.18,5.15,5.13,6.11,9.99,30%,3292,25,281,2418,203,22,28%,3%,311
163,S01006669,Seaton - 04,Aberdeen City,965,755,2723,2,4,8,40,12%,118,2846,12%,91,2137,135,168,189,119,16%,0%,103,2329,0%,0,99,0%,3%,5414,1.98,1.8,1.83,2.67,4.21,5.19,4.6,4.17,9.77,1%,5240,49,504,991,161,24,22%,3%,611
164,S01006670,Seaton - 05,Aberdeen City,857,738,4012,3,6,12,58,8%,70,3865,6%,43,4217,95,111,64,103,13%,0%,85,3733,0%,0,80,0%,9%,5083,1.63,2.36,3.49,3.46,5.89,4.73,5.06,6.03,9.41,0%,3900,39,461,1172,142,22,27%,4%,316
165,S01006671,Old Aberdeen - 01,Aberdeen City,2029,1872,6190,5,9,18,89,1%,22,6849,1%,17,6916,20,59,21,49,7%,5%,35,6944,75%,0,39,0%,5%,4606,2.79,4.67,3.39,2.36,4.64,7.64,8.75,7.33,16.38,26%,1560,19,95,5221,88,12,19%,3%,982
166,S01006672,Old Aberdeen - 02,Aberdeen City,801,573,2208,2,4,7,32,15%,120,2246,9%,49,3174,105,230,149,122,17%,4%,160,1956,74%,4.87,144,5%,2%,1013,1.38,2.02,0.93,1.47,3.92,5.23,4.22,3.27,9.62,0%,6685,32,405,1474,214,18,28%,2%,320.5
167,S01006673,Old Aberdeen - 03,Aberdeen City,862,700,2373,2,4,7,35,14%,122,2404,10%,73,2557,115,297,189,62,16%,3%,127,2452,75%,4.5,125,3%,15%,1924,1.5,2.69,1.57,1.43,4.49,5.96,6.13,6.08,11.42,0%,5510,38,446,1249,130,17,18%,2%,1135
168,S01006674,Old Aberdeen - 04,Aberdeen City,913,560,1045,1,2,3,15,21%,192,1301,21%,119,525,130,235,164,147,22%,11%,117,1678,72%,5.25,151,4%,6%,1585,1.83,3.09,2.02,2.05,4.97,5.98,6.28,6.17,11.71,0%,4409,38,421,1375,177,36,19%,4%,815
169,S01006675,Tillydrone - 01,Aberdeen City,915,629,1512,2,3,5,22,20%,181,1473,13%,84,1785,120,226,384,114,15%,7%,142,1924,66%,4.86,129,12%,4%,763,4.23,2.53,1.43,2.76,4.24,3.13,11.08,3.68,12.17,0%,4810,32,354,1794,124,10,17%,1%,1379
170,S01006676,Tillydrone - 02,Aberdeen City,734,473,1077,1,2,4,16,21%,152,1342,18%,87,860,150,169,184,122,21%,3%,144,1355,64%,5.21,136,2%,4%,1204,4.06,2.95,1.6,3.08,3.28,3.54,8.96,5.55,9.09,0%,4606,54,731,467,163,8,22%,1%,823
